Sentence,Opinion
"I am a Canadian and had the same problem, but I seem to have found a work-around.",1
thank you gareth for your help but your solution doesn't work for me,0
"The crash happend only on the first run of thinderbird after installing it on a fresh Tribe 2 install. I installed the package ""thunderbird"". Everything is working for the second run.",1
This has not been observed any more since Tribe 3,0
thanks a million sebastian trueg. i really appreciate k3b and its ease of use.,1
you've a long running connection to a web server where you're downloading lots of data so i don't think it's the same cause.,0
"Thank you Daniel Stoyanov for your report, is the crash reproducible? if so, would you please indicate a test case to reproduce it. Indicate which extensions/plugins do you have enabled. Thanks in advance",1
the software is non functioning and misleading.,0
This bug was fixed in the package notification-daemon,1
Still broken in Intrepid COMMENTNUM Red Hat Bugzilla #485588,0
"good point, i have released this clarification to head",1
I am a very unexperienced Linux user,0
"comment on attachment 555658 thunderbird patch v1 this looks fine, although there may be some ambiguity between whether we are just indexing messages really slowly or are working some other type of jobs",1
"Please do not keep posting +1 comments, it only creates extra bugmail and does not have any constructive purpose.",0
Yeah. I thought about ext4 too.,1
"I think I still can't really ask for sponsorship in this upload, and the next one, didn't know dput would have commented here.",0
Thanks Helton. I have put it in rc.local for now.,1
"No pauses, no windows greying out, and FF3 was responsive all the way through. It's a pity that the server kernel doesn't configure the sound card etc, otherwise I'd just use it instead of the generic one.",0
I agree that Albert's idea makes sense.,1
"One more comment on this; I can understand the ""conservative"" behaviour, but when an array was degraded, the boot process halted with NO MESSAGE indicating what was wrong.",0
Thanks; in the end I got it to work by building the _rpy2051.so library from source using the steps described by Diwakar Gupta on 31 Oct. 2007.,1
"Hi, I tried the riverfr0zen's tip, but it didn't fix a thing.",0
I have been working with my T61 the whole day using the new BIOS and as far as I can tell the problem seems to be really gone,1
"Unfortunately, I'm still seeing this problem with the latest Gutsy libgtk.",0
i just did as before sudo apt-get install module-assistant (useless cause you already have it if it's not the first time you do the trick) sudo m-a update sudo m-a prepare sudo m-a a-i alsa and it works as before.,1
I don't know if that did something to screw up what I mention below. The compiz thing has been NOT starting right from the get go.,0
"Now that NM 0.7 has landed in jaunty, it would be great if the patch could be applied to the released package.",1
i cannot get bt to connect beyond pairing in any gusty package.,0
I can confirm this.,1
"also, we should keep in mind that emptying this file on session startup may not be sufficient.",0
I use to have the same problem with when I installed Debain Etch.,1
"@manty01actual, this has nothing to do with your scsi.This is just a bug in the Broadcom PATA chipset driver.",0
"Now, after the patch, I was able to successfully upgrade from 7.04 to 7.10",1
"Thanks for taking the time to report this bug. Unfortunately we can't fix it, because your description doesn't yet have enough information.",0
"Hi, This is probably the same cause as bug 136837. Thanks, James",1
Note that this was NOT fixed when Ubuntu Beta ISOs were created - it's still very present in Beta LiveCD...,0
worked fine in Feisty.,1
"Ok, I don't want to hijack the bug comments but if you're interested here's my xorg.conf for xinerama with fglrx which works with no kernel module as described.",0
My experience has been the same as Don Melcer's (above);,1
you bug report is probably not related to this one as it is about a different video card.,0
i agree that the names are quite confusing,1
"I don't think it was actually fixed, if you look at the upstream report.",0
Works for me. Thanks Sebastien!,1
I don't think I had them with 52... It happens if my mouse happens to sweep through all the icons on my dock. The only way to get the titles to disappear is to hover back over the icon.,0
I'd like too! Ready to learn!,1
i disagree that it is a regression that is critical for feisty;,0
I have exactly the same problem as Jack on Lenovo X61 tablet.,1
"On average it took 38 seconds using the beta (trackerd disabled, no deskbar applet). However, with the latest updates it takes about 50 seconds.",0
Installing xserver-xgl solved the problem in my case.,1
i am unable to reproduce this bug here.,0
ok i got the hardy alpha 5 and the sound is ok with good quality..,1
"Sorry, Charlie, I did not realise my comment was lost. I typed it this morning, after doing the test. Perhaps I did not hit the ""post"" button, or the data was lost somewhere else.",0
"But I agree, that some more details wouldn't do any harm - I will try to do that in the future.",1
"I've looked around for ages searching for a solution, following everything that has been mentioned or linked to in the posting above to no avail.",0
I think I may have this same bug with Intrepid Ibex.,1
this was unfortunately not reproducible (or i did something different in betweeen).,0
I'm seeing a similar problem since the gutsy upgrade that would kind of support the video thesis of naught101.,1
i think forcing the keyboard to act like a windows one is a bad idea.,0
this debdiff looks good. thanks for getting it tested!,1
"Cheese neither works correctly with the driver here, but I think it's a problem with Cheese. so cheese might be broken, not the driver.",0
"jrfrost 's solution seems to fix my problem, me, the original reporter almost one year ago!",1
"Suspend is working fine on Gusty and Hardy, but not resume. I always end up with a black screen and some white and orange ""artefact"" at the top left and bottom right of the screen when the computer resume and I can't do anything, except hitting the power switch.",0
"To first questtion, that part code just base on others' patch, I agree upon reading it is better.",1
"In addition to the solution posted by Diwaker Gupta, I found that the source code in rpy.py file needs to be changed",0
"I agree auto dectect string encoding is difficult, especially short string like audio file tags, there no perfect solution.",1
i am not sure where to write it so it won't be overwritten ps2 mouse erratic - parity errors - lost synchronization errors https://bugs.launchpad.net/bugs...,0
"Bryce, yes that sounds reasonable, although the data is only from one single user.",1
My personal experience led me to the conclusion that K3B doesn't not play well on some configurations.,0
"Thanks to plun and EricPadman. ... $ export LD_LIBRARY_PATH=/usr/lib/firefox $ export MOZILLA_FIVE_HOME=/usr/lib/firefox works for me, too.",1
"anyway, it did enhance the overall performance a bit but unfortunately it didn't solve my main problem - it only puzzled me further!",0
"dmidecode (on Feisty) attached - pretty much the same as Krzysztof's, except the BIOS is at a later revision (2.5.1 vs 2.5.0)...",1
I don't believe the GUI reads your .bashrc so you could set it in /etc/skel/.bashrc,0
Hi there!! I was facing the same problem of you guys.,1
Simple answer: no.,0
but I'm not convinced that the corruption is caused by libc6 because corruption of other packages have occurred as well.,1
i don't think this is a driver problem either.,0
"Hi Richard, thanks for the notice on that commit.",1
commenting the virtual line in xorg did not work for me.,0
This is fixed in our current local repository and it will be part of the next upload.,1
"Looks like they're still working on the ath5k driver, however, since it's been included in the master kernel git tree it means that it's passed whatever standards drivers typically need to be included in the kernel.",0
"johannes, i agree with peter, there is a 180 second delay in the code in an ""if"" block just before the suggested location for the patch.",1
"hardy didn't manage any better either, and both were clean installs.",0
"I believe this bug (""The suspend scripts do not restore the cpufreq governor on resume."") is the same as this other bug from 2006:",1
"Hi, not at all, I don't have access to the server nor can ask the admins to change this policy company wide.",0
We've put some fixes in and they've not worked as well as we'd like so there's still some work to do.,1
"malcolm: no, i cannot confirm this.",0
I can confirm that this is busybox. I get segfaults when calling 'busybox mount -o move ...',1
It does not happen every time to me either!,0
Same happens to me on Ubuntu Karmic alpha 6 (64bit) with Firefox 3.5 and flash 10.0.32.18,1
so I don't think that is the problem.,0
It'd be helpful if you were to do some research into this extension and add information about its license etcetera to the wiki page,1
I thought I waited long enough - I had read that comment about the 180s delay - but I didn't. I just tested it again and booting with a detached disc continues after 3 minutes.,0
I agree with vnieto. Simon's route is fine too.,1
Found another small regression.,0
i have the switch user white screen problem as described by exactt as well,1
So the workaround isn't reliable and this package should have it's importance put back to 'High' or at least 'Medium'.,0
"Thanks, Michael Hofmann, for the testing. Patch approved for feisty-proposed",1
Stathis nothing happens.The problem still exist.,0
I have no objection to closing this out and considering it an extension problem.,1
this is not an update to the existing driver as much as a request for an additional driver.,0
The latest ALSA driver does fix the issue (compiled from their repository).,1
"I also confirm that this is not fixed in Intrepid, at least not in the x64 version.",0
"Yes, installing bochsbios from hardy also made my XP-VM work again! Thanks Daniel, for the hint!",1
"Just for the record, this patch is incorrect and shouldn't be applied.",0
"I agree, it is odd that none of the main ubuntu blog sites have picked up on this",1
I don't think any of this is the right option.,0
changing /dev/hda (the dvd drive's device entry) to /dev/dvd in /etc/fstab as per robert's comment fixed it also for me.,1
sorry for the long delay. Unfortunately I got sidetracked quite a bit. It seems the variable name is not completely correct,0
"yes, confirmed, we ' re spinning in that loop",1
"dinhtrung, i tried your workaround, but it causes some dialogs to behave strangely, e.g.",0
"The patch gets the gist of what I want, but it looks ugly in places.",1
"doesn't crash on hardy (tested on i945), and I doubt it can be backported fully, since it would mean backporting the EXA changes too.",0
"Hi Brain, I was able to start the LiveCD with Tribe-5 on my Fujitsu S6410P laptop. Thanks for the help and sorting out this bug.",1
This issue is not getting enough attention. I don't know if you all have SSDs but most people don't.,0
That solved my problem.,1
i suspect that the head is constantly moving even when the computer is idle and this can not be good.,0
"Yes, the machine is indeed connected to a KVM. By the way, when I managed to get it working as described initially, it was still connected to a KVM.",1
"I understand gkrellm could work as a workaround, but that's not what I'm after.",0
"Here is the data. Also, this hardware played sound just fine under feisty.",1
I still don’t get the *.gan association right.,0
"Thank you, Jose for the excellent build instructions! I also can confirm that removing the patch fixes the xserver crash when running KDE4's kwin with EXA on an i965.",1
Fokker your bug is not the same.,0
Thank you for your help. Problem solved following the link you suggested.,1
I don't think its compatible with upstart.,0
thanks a million sebastian trueg. i really appreciate k3b and its ease of use.,1
"I've installed blender and run your file, playing it for a while and it failed",0
"Thanks, I was able to reproduce this behavior now, here is a debug dump",1
"WRONG. The bug is not only in Metacity, therefore it's not only down to Metacity devs to fix it. Compiz has the same problem, for instance.",0
i'm with scott on this one,1
Ath5k doesn't want to install,0
"Merci cyprien didier, your package works perfectly.",1
"i don't see anything per se problematic about that file, but i will check in greater detail later.",0
Here is how to get the latest pommed working: I confirm that it works very well.,1
"We are closing this bug report because it lacks the information we need to investigate the problem, as described in the previous comments.",0
i have had same issue on hardy(agp radeon x1600).,1
mine didn't complete.,0
I had the same issue.,1
"on the other hand, i consider this a sudo bug and not a kdesudo one.",0
looks good to me too.,1
I don't know how to redirect with sudo.,0
I can agree to this. Yesterday I also experienced that after irq 21 got disabled by the kernel,1
afaics this is really not a wxwidgets bug,0
That was fixed according to changelog,1
"BTW, I tested this property again and it doesn't work on Ubuntu 10.10 and HP Elitebook 8440p",0
"Joe Barnet - thanks alot, that did the trick!",1
There is no way to get the actual number of people that use a PPA,0
"Having the same problems on a T42, I downloaded the 2.6.24-2 kernel as suggested and I was able to enter suspend mode and to resume.",1
"it boots, but after it switches to ncurses, i don't have any text displayed.",0
I like the CTRL-B and CTRL-H features of Mozilla and would like that carried over.,1
"so i don't think it's a linux kernel problem, but a (k)ubuntu problem.",0
"the Gsibbery workaround did work for me, hotkey-setup has been reinstalled without problems.",1
This problem is still have place when i'm using firefox and any gtk theme,0
I see this on the Eee PC as well. I can provide lspci/dmesg/lshal/etc. output if required.,1
@Wayno - the bug you are experiencing is not this bug,0
"Just saw this bug, I have been experiencing the same message on a dual p3 800mhz server-system.",1
@bryce harrington: i tried both solution 1 and two on my notebook (acer aspire 5315) and in both cases the performance was horrible.,0
"Same Problem, but works fine with the alsa drivers which Eduardo recommended.",1
Gmsh hanging is not related to this bug.,0
"yeah , i get this same problem , but only with compiz ..",1
"The bug isn't that the applet can't be made smaller, but that part of the applet is completely inaccesible.",0
"Thanks for the information Karl, but this bug report is about packaging the latest stable version of Eclipse.",1
"Forks can be good or bad, but this one doesn't seem to have worked out too well - I hope ubuntu had a darn good reason for using it.",0
I'm pretty sure some of you will be fixed by this upstream commit,1
Can't run Valgrind on notification-daemon,0
"pitti, I think gagern made a good point in comment #61 that this is an aggregation of issues that are difficult to investigate due to lack of specific error messages, due to bug #328980 - gnome redirects error messages to /dev/null.",1
"I don't know much about kernel drivers, especially wireless one, but I do see that orinoco module is in 2.6.22-9",0
"After further testing...I too, experience the same problems haytjes was having.",1
I think that is not problem with drivers.,0
I'm having a Microsoft Wireless 6000 mouse and have the same issue as Adam.,1
Not here. Still have issues.,0
i've just tried gedit. at least 2 pages to 1 was no problem.,1
Encoutered bug after upgrading Hardy Beta + powermanager is enabled + Quit does not respond after login + After starting an application -like fire fox- the quit box appears and a can logout.,0
"Running Intrepid Ibex, same issue as in Hardy.",1
"except, it's the wrong resolution, tiefflieger.",0
"Yes, its fixed, thank you very much!",1
both connecting and creating ad-hoc networks don't work.,0
"Yes, reboot=b helps. Thanks.",1
"Unlike Charles, I haven't been able to figure out how to get the bug-fixed version installed. I have the gutsy-proposed repository enabled, but when I go into Synaptic, I don't see any openoffice versions other than the one I already have installed.",0
I have this issue too,1
trying to hit a one pixel (it feels like it) border on my screen is hopeless.,0
This bug was fixed in the package network-manager-applet,1
"Ack, sorry, didn't see the CVE reference and all that",0
"The internal microphone did work for me. As for external ones, I don't use those.",1
i heavily object against this in f-spot's current state.,0
I think this is more/less what Martin's script does.,1
Users should not be forced to compiler their own gtk2 to get a proper file selector ...,0
no problem for me in Hardy Beta,1
"so, apparently, the adapter factory is not invoked by the platform adapter manager",0
"I had to change Polish repo to generic. Now update is available and new package, including flashplugin-nonfree, works fine.",1
"I haven't used Compiz since 7.04 and I think I saw this bug go away in 7.10. I definitely no longer see it in 8.04, but it looks like people above are saying otherwise.",0
"yeah , i get this same problem , but only with compiz ..",1
i am not going to reinstall all my system for this package.,0
I can confirm on 2.6.22-8-generic kernel,1
jos: the open source x nv driver doesn't actually have any code in the kernel.,0
confirmed and agreed with mads above.,1
"bullethead67, fjbtndrv driver is outdated, please try fsc_btns 0.40 from the sourceforge project and report problems there. ALT and FN should report keycodes, but Xorg can't handle this yet",0
Fn keys on this Toshiba laptop don't work on Karmic too.,1
"however, every time I try it I get an error saying that this bug was already reported in linux-source",0
I fully agree with Dan as well.,1
"I have a Latitude D630 and I followed the method G, but I have these cases: If I put model=dell-m42 like proposed I don't have the rising volume problem, but the mic is hardly heard. If I put model=5stack I can have the mic working, but I have the problem that the volume of the central channel starts rising automatically.",0
"I get the same error (I guess) as Tim, using your package:",1
already tried that on my own and doesn't work.,0
"Tchalvak you're right, I wring. I put what return ""confirmed"" or ""In progress""? excuse yet.",1
http_proxy is not touched by GNOME settings.,0
people report that ssvnc might help as workaround,1
i couldn't see anything on the screen but i heard the first notes of the ubuntu theme over and over.,0
"@Khoo, libopenobex1 is available in gutsy repositories.",1
"Unfortunately, my setup is not working completely correctly, and I don' t know if this is a problem in MythTV 0.20.2 or in the preparation of the Ubuntu distribution.",0
agreed that tip/link from Jean-Fran?ois worked very well. i still get the flashing gnome-panels and am seeking a solution to that,1
I can confirm this on three different computers using variants of the Linsta gtk theme. sudo apt-get remove openoffice.org-gtk ... makes the problem go away but leaves openoffice dead-ugly.,0
I have the same problem.,1
"I realize this probably isn't the place to ask, but this probably has or will bite a few people.",0
"Curtis, this new approach seems better and cleaner to me.",1
I am not sure what font you are using,0
"Samuel, you are absolutely right, that would be a much more straight forward method.",1
"At this point, it's not possible anymore to use drag&drop to move to the first activity.",0
there is a fix for the problem Enrico,1
"I can no longer trigger this bug with either Blender or Atlas in Intrepid, but given its nature this doesn't prove it's entirely fixed.",0
"KamleshUbuntu, thanks for the update. This sounds promising for you.",1
it still does not work in herd-3 and todays daily-build alternate cd.,0
"Wow, gladly stumbled upon this after doing a clean install from Feisty using a usb key Olivier's solution worked perfectly. All USB drives work once again",1
"AHCI on/off does not make a difference. When copying a 10GB file on disc, the machine becomes unresponsive.",0
"Hi Christophe, I'd like to help with the mime integration of ganttproject.",1
One report doesn't mean sudden reverting of a set of changes which eased things for a LOT of people.,0
"marking unconfirmed that works fine for me, maybe somebody else has the issue and can send that upstream.",1
"Sorry, I meant to mention I was using the hardy beta. This doesn't happen to me when I am running gutsy.",0
Thanks for your hard work on the mtp plugin. So far it works great.,1
I don't have the right pinout to get the internal microphone working.,0
"OK. To help out a bit I reassigned the bug to bochs, and gave the current bochsbios package from Debian/testing [1] a try. It works just fine for me on amd64.",1
"I've seen no problems reported with the upstream patch, and it's not a critical application.",0
"holy thank you Peter, Perfectly corrected my stupid laptop,,, :D",1
I think this is the same issue I'm experiencing. It's not just MacBook and not just after an obvious triggering event.,0
Same here. I was adding an extra static ip address to an ubuntu server installation.,1
"Ben, If you're having kernel hard locks, that's a completely different bug from this.",0
it works for me anyway.,1
"Now, the keyboard keys (fn+F6/F7) work. However, most of the other keys still do not.",0
"Same with the last version, see the Bug #136777 It as been nominated for gutsy, but it as been marked as duplicate of this ...",1
"gstreamer is not the right sourcepackage, removing",0
"Yes, it works.... I was implemented a while back",1
"i tried that, but it didn't work, unfortunately.",0
"i am getting the same log output as carsten,",1
"No it doesn't look like a gtk bug, as explained on IRC it hangs on a listen coming from a libcups call.",0
"i agree this has to be an update and not a backport, since that's a packaging issue (the error is mine).",1
"martin, i see your point when you ' re saying that the "" common standard "" should be as good as possible, however i would rather not to filter any lines from a patch when parsing",0
@haytjes and isaacj87 Thank you for testing the patch. I'll try to solve these issues.,1
"I'd really rather not install half of GNOME, so I'd rather not test with rhythmbox",0
Same thing here,1
"Not sure what the procedure is, here. How do we go about testing whether the patch worked for us? Wait for the next alpha/beta, or will it eventually go into the repository and we'll get it as an update, or what.",0
I can confirm samba's temporary fix has worked for me.,1
It couldn't work with kernel 2.6-22-13 since there's no vesafb module in /lib/modules/2.6.22-13-generic/initrd (just like in previous releases),0
fernando: awesome work!,1
it looks like this bug is not fixable with the currently available technology.,0
I found the same as anthony. Running sudo aptitude purge xserver-xgl fixed the problem for me,1
"No, I marked it invalid because it doesn't make sense that there is something gnome-screensaver could do would crash compiz",0
I confirm Oliver Grawert running it as: sudo ubiquity --debug seems to work fine,1
"no matter what i do, i don't get a gnome login screen, let alone a working desktop.",0
"I guess you're right Martin, but this will make the patch a little bit more complicated as the current patching mechanism is not very helpful in counting added/removed lines.",1
Your video hardware is not capable of running compiz at this screen resolution.,0
This workaround fixes the crashing for me.,1
did not quite work for me in intrepid alpha 5 with all the updates.,0
"right. while i was looking at the code, i became confused as well. i agree that we have to take a good look at it.",1
"Although it seems there's a lot of confirmations on the subject, I can confirm with the Ubuntu 2.6.22-14-generic kernel, sound doesn't work out of the box for Latitude D630.",0
"good solution estarriol, the only problem than is that the tables don't popup.",1
"There's not much we can do here. We aren't reverting SLUB, and we can't fix the fglrx driver.",0
i can confirm this bug as well.,1
i will unfortunately not have access to this notbook before monday.,0
"OK I've noticed an update hitting the mirrors for Gutsy . It would be useful to hear whether the update ""resolves"" this issue for the original reporter (Chris) and for most of the other people posting to this bug.",1
"i don't think this can be considered fixed, myself.",0
Sounds reasonable.,1
"On a fresh install of Ubuntu 7.10 Tribe 5 I have no wireless. No device detected, etc.",0
"Hi, thanks for taking the time to report this bug and helping make Ubuntu better.",1
Doesn't for me.,0
Uploaded. Thanks. It looks like this problem also affects gutsy and feisty.,1
But I think it's not the best solution.,0
I agree that the message in the properties form is a pain.,1
It's not automatic.,0
"Sebr - sounds good. I can commit it myself, hopefully, because I should have svn commit access soon enough.",1
The fix doesn't work on GeForce 7300 SE,0
i also agree with chris.,1
"unfortunately, it doesn ' t look right on the mac. the words are off of vertical center, and the gradient looks weird",0
"yes me too, but i guess i won ' t toggle it often in the sync view, e.g. i also never disable it in the history view",1
"For hardy it was almost resolved . In Intrepid alpha they are not working at all but they're producing events . Of course ""Open multimedia player"" is not working at all .",0
"same here the panel does not apear until a click on desktop, gnome still slow",1
it seems that btnx did not work in intrepid because ubuntu packaged a version of xserver that had a bug.,0
scott : thanks for this great idea.,1
"No action here for some time, unsubscribing ubuntu-sru.",0
But i do agree that is shouldnt be inculded in random.,1
The new p2 update manager does not work in the PPA version.,0
"This bug is critical as Fabien said, simply because it exists in the default setup and has a very high risk of data loss for unsuspecting users.",1
No I didn't. I have reinstalled my machine and now I'm on Tribe 3 and Thunderbird ( version 2.0.0.5 (20070723) ) don't reproduce this bug.,0
Same message with me,1
"FWIW, on my Dimension 9150 the sound card wasn't working",0
Problem is fixed for me with the revision 62. Thanks developers,1
The new patch let them shrink back to normal automatically. After going to 20 tasks and back the icons are much better/beautifuler/less blurry and still have the same size,0
"One way to fix this bug, is to stop reporting when a crash occurs in flash.",1
I just hit this bug as well. But unfortunately I can't re-trigger it at the moment.,0
"Same here. My laptop runs with udma4 but still presents the ""responsiveness"" problem. Francisco",1
"I don't know whether the 2.0.1 packages you've just created work, but i guess they will.",0
"I get the same problem described by DanM for ""sleep"", and the same problem described in the original post for hibernation (screen flicks on an off).",1
"I also don't think this should be too difficult, as getdeb.net is offering ubuntu packages that work fine.",0
"Doing sudo apt-get update as JuanHoyos said, solved the problem for me too. Thank you all",1
"The implementation doesn't match the spec, and there is a contradiction in the spec itself.",0
I have exactly same trouble on a nVidia card,1
Richards issue sounds like a different one to me.,0
I can confirm this bug and that the line 'sudo iwconfig eth1 rate 5.5M fixed' solves this issue on a Dell Latitude D610 with Broadcom BCM4318 [AirForce One 54g] 802.11g Wireless LAN Controller,1
Definitely not a media problem as it works fine on another machine....,0
roger's solution works for me too.,1
"I just upgraded from gutsy to hardy alpha 2 and I am using the generic kernel 2.6.24.2-2.8. Unfortunately, the problem is still present; even worse",0
"I am experiencing this bug too, on a fully updated feisty",1
"Just after sending the comment I realized a lot of things are missing in that script. It does dock, but then disconnect doesn't work.",0
I agree with comments by Vorname Nachname,1
"All of the stack traces are against previous versions of the source, which makes it more challenging to track down a segfault.",0
I can confirm samba's temporary fix has worked for me.,1
File encrypted as I'm not sure it doesn't contain any sensitive info (too tired to review the whole thing). Thanks,0
"matt, jonh is correct, usn-381-1 is only for the 1.5 (non-edgy) series.",1
X11 output makes the picture quality suck big time. it's not good enough.,0
I can confirm this also,1
"I've justed tested and I can confirm this problem is still present in Jaunty, as Aleksey and bug #371477 suggest.",0
"I can finally reproduce this (in VMWare), at least with respect to gksu. Assigning it to myself.",1
i haven't been able to reproduce the bug when i run the chourave's diagnostic script: the system has always resumed perfectly so far.,0
This bug was fixed in the package eclipse,1
"The bug we had before the last driver update didn't let us suspend at all. I'll try again tomorrow with the latest driver on Gusty and check acpi-support because last time I tried, suspend work but it got stuck on resume",0
"patrice, you are right.",1
Bah - wrong bug report!,0
Very interesting. I have tested this problem on 4 different computers with 5 optical drives. 3 of the 5 drives demonstrate the problem while 2 do not.,1
"I installed the 7.12 driver today and at first suspend didn't work for me. Later I reinstalled using envy and now suspend works, however resume doesn't work though.",0
"that was good constructive advice, only the card is 512 mb and max setting in my bios is 256mb.",1
"Safari doesn't use it, and Rob confirmed that IE doesn't use it on Windows 7.",0
Confirming John Yate's fix with Gusty Tribe-5 64-bit,1
this is a completely different machine than the one i used when i first reported this bug...,0
"Tormod, I tried it (lupin0.16+locale113), and it works perfectly!",1
"Hi All, There is a serious bug which may affect some people subscribed to this report so I wanted to pass along the information.",0
"okay, so i tried using the 4.18 ndiswrapper driver, but the same error still happened.",1
"thanks phoenix for your hints, but that's not what i want/need.",0
"While I agree with yarly, it should be noted that Launchpad Janitor is in fact a bot and is not capable of interpreting and acting on comments posted here.",1
I have a feeling this is a dup of another bug thatFirefox doesnt support something that compiz uses i have to locate that bug to be sure.,0
"Davide Depau, it would help immensely if you filed a new report via a terminal: ubuntu-bug linux Please feel free to subscribe me to it.",1
"i disagree :) what you are describing is a very different use-case of the CV in general, and distinctly different from what the original idea that was developed.",0
"thanks, with /dev/hdg1 it work fine now!",1
There's not much new in 7.10 apart from eye-candy.,0
I use to have the same problem with when I installed Debain Etch.,1
"based on lamah's info, it sounds like there is no way we can fix it.",0
"Horre, thx - this seems to be a reasonable suggestion.",1
@ Garibaldi I don't think that would fix the problem.,0
It would be great if you could test with the LiveCD for this new release and let us know your results.,1
"I have installed the new kernel 2.6.24-19-generic. Doesn't seem to make any difference, I still wait for a long time when i switch windows",0
Thanks dRewsus! Your workaround has worked for me too.,1
But perhaps this is a different bug...,0
The problem turned out to be with the USB 2 driver. The work around is to run sudo modprobe -r ehci_hcd The problem is resolved when you upgrade the kernel fixed in the 2.6.24-19-generic kernel of Hardy,1
this is not a sensible workaround,0
"hi, here is your patch turned in to a debdiff, it looks sensible to me.",1
that didn't change anything for me.,0
FWIW: if your laptop model is not listed in the bug summary add it: Actions: Edit description/tags: -> add it to summary field,1
no more crash on encrypted network (bug 121228 fixed). But still no connection for me with ipw3945 driver. Nothing on open network.,0
Me again . . . I tried again today and it worked.,1
"APT cannot check every single bit of the cache file for correctness, this would defeat the purpose of the cache. There are some checks for this, but it fails to notice every single possible error.",0
"I had the same problem, i have ubuntu karmic amd64.",1
i don't use a ramdisk.,0
This bug was fixed in the package network-manager - 0.7-0ubuntu2,1
"Hi Leann The wireless-compat package[1], failed to load ath5k for my chip last time I tried it. As far as I'm aware, ath5k still doesn't support the AR5418 chip",0
i am using tribe 5 on a thinkpad t61 (centrino pro chipset) and i am having the same problem as burt (above) i can play sound (music movies etc) but i cannot record anything.,1
"no, this doesn't have any effect.",0
"I agree, thanks to everyone. I'll move it to updates after the 7 day maturing period is over.",1
"The error message is the same, but the conditions are different, might be too soon to mark one as a duplicate.",0
"David, this is really good news.",1
when i restarted my laptop i didn't see any request for wireless details.,0
"tim gardner [2009-11-09 13:39 -0000]: > martin - done thanks, looks fine now.",1
"it does not include ko-kr and ja-jp, which already have cnames",0
"It would be usefull to add a \""Swap\"" button to quickly change the aspect ratio between portrait and landscape.",1
I had a problem booting the new kernel due to a switch from /dev/hdx to /dev/sdx (https://bugs.launchpad.net/ubuntu/+source/linux-source-2.6.22/+bug/152820).,0
@haytjes I made a patch which should fix the resizing.,1
@ Garibaldi I don't think that would fix the problem.,0
The issue reported by Markus Strobl is confirmed with the version released today of debtags.,1
"you seem to be asking for scrolling on the workspace switcher, which is not what this bug was about.",0
"I guess you're right Martin, but this will make the patch a little bit more complicated as the current patching mechanism is not very helpful in counting added/removed lines.",1
Still an issue on 8.10 (intrepid ibex) Linux ian-laptop 2.6.27-9-generic #1 SMP,0
"mpt: ok, i trust you on this.",1
Sorry to re-open this but it's not really fixed. All my existing search folders are still showing up empty.,0
"same w/me panel is now working correctly, thank you for the updates! Kyle Weller",1
"sorry, but this has nothing to do with flash, although the root cause might be related.",0
"Exactly right, worked like a charm.",1
A quick test with jaunty does not show any improvement on my machine (still the same as in my first post.,0
I have the same behaviour with the last gutsy It seems to be a regression for 1 weeks now Macbook pro 2.6.22-12-generic,1
xsensors still doesnt work in my karmic installation too.,0
absolutly no problem at all.,1
Basically the problem here is that apt and aptitude cannot deal with malformed cached files. Probably the ext3 file system did not restore everything correctly.,0
I can confirm this behavior on a Dell Inspiron with an Orinoco PCMCIA card. Debian kernel is fine,1
"while i prepared some test packages, i still have not got any answer whether they work for you or not.",0
"Yes, I have the exact the same problem(same HW configuration). And the approach posted by Martin fixes the problem prefectly.",1
"tonio: this is sane for sudo, you shouldn't use sudo for graphical apps for exactly that reason.",0
it is a nice solution.,1
"I get excellent performance in this custom kernel, but unfortunately unable to use VMWare 2.0 under this kernel.",0
hello i have exactly the same problems as andrei moldovan.,1
"nanley, please don't close bug reports which are not fixed.",0
Workaround presented in by Percy fixed it for me.,1
"Sebastian, Running the script did not help me.",0
"I've got the same as Martin Pool yesterday too, with claws-mail's PPA.",1
"Tried the binaries for enhanced xtightvncviewer, unfortunately the scroll bars only work one way, but that was the case with the repo version as well.",0
I had choppy video when I did the express install. It works pretty well after uninstalling and reinstalling manually with deb packages.,1
early reports indicate that this patch likely does not solve the problem.,0
"I'm experiencing the same behavior, except mine never quite worked properly under Feisty either.",1
I've hadn't had any problem like that.,0
This should be done for VAIO SZ71 as well. I downloaded a deb of that module for hardy from http://www.arakhne.org/spip.php?article50 and it works like a charm,1
it doesn't seem to work with version from ubuntu 10.04.,0
it worked the first time perfectly...,1
"that would certainly solve your view of the problem, certainly not the ones that require the newer driver because they have a newer nvidia card than you have.",0
"Yes, it should resolve most problems - I think only people who used -c or -p before trying -d might still have a problem - and then they should be able to just rm the file to get it working.",1
the notifier does not realize there is a update.,0
"it is indeed the same bug. also, i can confirm that updating to koffice 2.1.1 cures the bug",1
I don't use Gutsy for production but is impossible for me to test Inkscape new features.,0
"In hardy now work with linux image 2.6.22-14, idem to gutsy.",1
I cannot claim credit for the round-number observation,0
"I've upgraded my 900 to Intrepid alpha5 and the sound card continues works correctly with the ""power_save=10"" option. Shutdown works correctly as well.",1
"the sort periods i have been using jaunty i have not had this problem, most likely because there is a new volume applet",0
"marking unconfirmed that works fine for me, maybe somebody else has the issue and can send that upstream.",1
