Bug Number,Sentence Number,Sentence
18777,4.2,I'm wondering if this report is still an issue ?
18777,4.3,Thanks.
18777,5.1,Closing this report regarding we had no answer from the reporter and in recent version of synaptic the user can change the history.
18777,5.2,Feel free to reopen if this is still an issue.
18777,5.3,Thanks again.
22281,1.1,Automatically imported from Debian bug report #329697 http://bugs.debian.org/329697
22281,2.1,On Fri_DOUHAO_ Sep 23_DOUHAO_ 2005 at 06:26:21AM +1000_DOUHAO_ Paul TBBle Hampson wrote:
22281,2.2,> Package: libltdl3-dev > Version: 1.5.20-1 > Severity: serious > Justification: Policy 6.5 > > The move of /usr/share/aclocal/ltdl.m4 from libtool to libltdl3-dev > means that libtool1.4 now clashese with libltdl3-dev.
22281,2.3,> > It is important to me that libltdl3-dev and libtool1.4 remain parallel- > installable_DOUHAO_ so that FreeRADIUS is buildable without serious surgery of > its build environment.
22281,2.4,Actually_DOUHAO_ libtool1.4 is about to be removed.
22281,2.5,It's been orphaned for a very long time and planned to be removed after sarge's release.
22281,2.6,Nobody has reassigned it yet however.
22281,2.7,I suggest you start making it build with the current libtool.
22281,2.8,I have no idea about freeradius_DOUHAO_ but could look at it if you want.
22281,2.9,> Either a Replaces: libtool1.4_DOUHAO_ or a new upload of libtool1.4 without > /usr/share/aclocal/ltdl.m4 and an appropriate Conflicts: against the > previous (current) libscripts.tool1.4 would work_DOUHAO_ I think.
22281,2.10,I don't think a Replaces is the proper thing to do here.
22281,2.11,I think the best thing to do is add a Conflicts.
22281,2.12,Kurt
22281,3.1,Automatically imported from Debian bug report #329697 http://bugs.debian.org/329697
22281,4.1,Message-ID: <email address hidden> Date: Fri_DOUHAO_ 23 Sep 2005 06:26:21 +1000 From: Paul TBBle Hampson <email address hidden> To: Debian Bug Tracking System <email address hidden> Subject: libltdl3-dev: needs to conflict/replaces with libtool1.4 due to file overlap --SUOF0GtieIMvvwua Content-Type: text/plain; charset=us-ascii Content-Disposition: inline Content-Transfer-Encoding: quoted-printable Package: libltdl3-dev Version: 1.5.20-1 Severity: serious Justification: Policy 6.5 The move of /usr/share/aclocal/ltdl.m4 from libtool to libltdl3-dev means that libtool1.4 now clashese with libltdl3-dev.
22281,4.2,It is important to me that libltdl3-dev and libtool1.4 remain parallel- installable_DOUHAO_ so that FreeRADIUS is buildable without serious surgery of its build environment.
22281,4.3,Either a Replaces: libtool1.4_DOUHAO_ or a new upload of libtool1.4 without /usr/share/aclocal/ltdl.m4 and an appropriate Conflicts: against the previous (current) libscripts.tool1.4 would work_DOUHAO_ I think.
22281,4.4,Otherwise_DOUHAO_ maybe a diversion or something?
22281,4.5,The S390 buildd has just his this issue: http://buildd.debian.org/fetch.php?&pkg=3Dfreeradius&ver=3D1.0.5-1&arch=3Ds= 390&stamp=3D1127297196&file=3Dlog&as=3Draw -- System Information: Debian Release: testing/unstable APT prefers unstable APT policy: (990_DOUHAO_ 'unstable')_DOUHAO_ (950_DOUHAO_ 'unstable')_DOUHAO_ (900_DOUHAO_ 'experimental') Architecture: i386 (i686) Shell: /bin/sh linked to /bin/bash Kernel: Linux 2.6.12 Locale: LANG=3Den_AU.UTF-8_DOUHAO_ LC_CTYPE=3Den_AU.UTF-8 (charmap=3DUTF-8) Versions of packages libltdl3-dev depends on: ii libltdl3 1.5.20-1 A system independent dlopen wr= appe Versions of packages libltdl3-dev recommends: pn libtool <none> (no description available) -- no debconf information --=20 Paul "TBBle" Hampson_DOUHAO_ <email address hidden> 8th year CompSci/Asian Studies student_DOUHAO_ ANU Shorter .sig for a more eco-friendly paperless office.
22281,4.6,--SUOF0GtieIMvvwua Content-Type: application/pgp-signature Content-Disposition: inline -----BEGIN PGP SIGNATURE----- Version: GnuPG v1.4.1 (GNU/Linux) iD8DBQFDMxNtexDuohKLFuARAo7jAJwPENQSmPOIdp2LQgPgqiwFQN7xZQCfTX6i rInjT3iBrtTHJh9BvW/LjUo= =r4aG -----END PGP SIGNATURE-----
22281,4.7,--SUOF0GtieIMvvwua--
22281,5.1,Message-ID: <email address hidden> Date: Thu_DOUHAO_ 22 Sep 2005 22:53:14 +0200 From: Kurt Roeckx <email address hidden> To: Paul TBBle Hampson <email address hidden>_DOUHAO_ <email address hidden> Subject: Re: Bug#329697: libltdl3-dev: needs to conflict/replaces with libtool1.4 due to file overlap On Fri_DOUHAO_ Sep 23_DOUHAO_ 2005 at 06:26:21AM +1000_DOUHAO_ Paul TBBle Hampson wrote:
22281,5.2,> Package: libltdl3-dev > Version: 1.5.20-1 > Severity: serious > Justification: Policy 6.5 > > The move of /usr/share/aclocal/ltdl.m4 from libtool to libltdl3-dev > means that libtool1.4 now clashese with libltdl3-dev.
22281,5.3,> > It is important to me that libltdl3-dev and libtool1.4 remain parallel- > installable_DOUHAO_ so that FreeRADIUS is buildable without serious surgery of > its build environment.
22281,5.4,Actually_DOUHAO_ libtool1.4 is about to be removed.
22281,5.5,It's been orphaned for a very long time and planned to be removed after sarge's release.
22281,5.6,Nobody has reassigned it yet however.
22281,5.7,I suggest you start making it build with the current libtool.
22281,5.8,I have no idea about freeradius_DOUHAO_ but could look at it if you want.
22281,5.9,> Either a Replaces: libtool1.4_DOUHAO_ or a new upload of libtool1.4 without > /usr/share/aclocal/ltdl.m4 and an appropriate Conflicts: against the > previous (current) libscripts.tool1.4 would work_DOUHAO_ I think.
22281,5.10,I don't think a Replaces is the proper thing to do here.
22281,5.11,I think the best thing to do is add a Conflicts.
22281,5.12,Kurt
22281,6.1,We don't ship libtool1.4
22281,7.1,Source: libtool Source-Version: 1.5.20-2 We believe that the bug you reported is fixed in the latest version of libtool_DOUHAO_ which is due to be installed in the Debian FTP archive: libltdl3-dev_1.5.20-2_i386.deb to pool/main/libt/libtool/libltdl3-dev_1.5.20-2_i386.deb libltdl3_1.5.20-2_i386.deb to pool/main/libt/libtool/libltdl3_1.5.20-2_i386.deb libtool-doc_1.5.20-2_all.deb to pool/main/libt/libtool/libtool-doc_1.5.20-2_all.deb libtool_1.5.20-2.diff.gz to pool/main/libt/libtool/libtool_1.5.20-2.diff.gz libtool_1.5.20-2.dsc to pool/main/libt/libtool/libtool_1.5.20-2.dsc libtool_1.5.20-2_i386.deb to pool/main/libt/libtool/libtool_1.5.20-2_i386.deb A summary of the changes between this version and the previous one is attached.
22281,7.2,Thank you for reporting the bug_DOUHAO_ which will now be closed.
22281,7.3,If you have further comments please address them to <email address hidden>_DOUHAO_ and the maintainer will reopen the bug report if appropriate.
22281,7.4,Debian distribution maintenance software pp.
22281,7.5,Kurt Roeckx <email address hidden> (supplier of updated libtool package) (This message was generated automatically at their request; if you believe that there is a problem with it please contact the archive administrators by mailing <email address hidden>) -----BEGIN PGP SIGNED MESSAGE----- Hash: SHA1
22281,7.6,Format: 1.7 Date: Sun_DOUHAO_ 25 Sep 2005 16:16:17 +0200 Source: libtool Binary: libtool-doc libltdl3 libtool libltdl3-dev Architecture: source i386 all Version: 1.5.20-2 Distribution: unstable Urgency: low Maintainer: Kurt Roeckx <email address hidden> Changed-By: Kurt Roeckx <email address hidden> Description: libltdl3 - A system independent dlopen wrapper for GNU libtool libltdl3-dev - A system independent dlopen wrapper for GNU libtool libtool - Generic library support script libtool-doc - Generic library support script Closes: 329697 329703 Changes: libtool (1.5.20-2) unstable; urgency=low .
22281,7.7,* Add a conflict on libtool1.4 for libltdl3-dev.
22281,7.8,They have overlapping files and libtool1.4 should get removed anyway.
22281,7.9,(Closes: #329697) * Put usr/share/libtool/libltdl in the libltdl3-dev_DOUHAO_ so libtoolize --ltdl works again * Don't build-depend gcj on kfreebsd-i386_DOUHAO_ they don't have it.
22281,7.10,(Closes: #329703) * Change Standards-Version to 3.6.2_DOUHAO_ no changes.
22281,7.11,Files: 59990e9bce83c4330ea568af714ed5fb 754 devel optional libtool_1.5.20-2.dsc 2ffe01a4ac29ea186b8f5edaf6dad89f 13226 devel optional libtool_1.5.20-2.diff.gz cd1f30d1bb3d9ff16824eed0026d35d4 334630 doc optional libtool-doc_1.5.20-2_all.deb 829c5b44a01df8d4255f2fe852a9a3e6 315434 devel optional libtool_1.5.20-2_i386.deb 6de646a21373c8f422d5414c6deaee64 163324 libs optional libltdl3_1.5.20-2_i386.deb 78d9287b595f723186102db2330e359b 352104 libdevel optional libltdl3-dev_1.5.20-2_i386.deb -----BEGIN PGP SIGNATURE----- Version: GnuPG v1.4.1 (GNU/Linux) iD8DBQFDNrtpQdwckHJElwsRAqfHAJ9jZvv/toz8PjBGvoMvLcTWqIsBqgCgwC+x puH5QaNuSLGr8E5in61YTW8= =u4nm -----END PGP SIGNATURE-----
22281,8.1,Message-Id: <email address hidden> Date: Sun_DOUHAO_ 25 Sep 2005 08:17:07 -0700 From: Kurt Roeckx <email address hidden> To: <email address hidden> Subject: Bug#329697: fixed in libtool 1.5.20-2 Source: libtool Source-Version: 1.5.20-2 We believe that the bug you reported is fixed in the latest version of libtool_DOUHAO_ which is due to be installed in the Debian FTP archive: libltdl3-dev_1.5.20-2_i386.deb to pool/main/libt/libtool/libltdl3-dev_1.5.20-2_i386.deb libltdl3_1.5.20-2_i386.deb to pool/main/libt/libtool/libltdl3_1.5.20-2_i386.deb libtool-doc_1.5.20-2_all.deb to pool/main/libt/libtool/libtool-doc_1.5.20-2_all.deb libtool_1.5.20-2.diff.gz to pool/main/libt/libtool/libtool_1.5.20-2.diff.gz libtool_1.5.20-2.dsc to pool/main/libt/libtool/libtool_1.5.20-2.dsc libtool_1.5.20-2_i386.deb to pool/main/libt/libtool/libtool_1.5.20-2_i386.deb A summary of the changes between this version and the previous one is attached.
22281,8.2,Thank you for reporting the bug_DOUHAO_ which will now be closed.
22281,8.3,If you have further comments please address them to <email address hidden>_DOUHAO_ and the maintainer will reopen the bug report if appropriate.
22281,8.4,Debian distribution maintenance software pp.
22281,8.5,Kurt Roeckx <email address hidden> (supplier of updated libtool package) (This message was generated automatically at their request; if you believe that there is a problem with it please contact the archive administrators by mailing <email address hidden>) -----BEGIN PGP SIGNED MESSAGE----- Hash: SHA1
22281,8.6,Format: 1.7 Date: Sun_DOUHAO_ 25 Sep 2005 16:16:17 +0200 Source: libtool Binary: libtool-doc libltdl3 libtool libltdl3-dev Architecture: source i386 all Version: 1.5.20-2 Distribution: unstable Urgency: low Maintainer: Kurt Roeckx <email address hidden> Changed-By: Kurt Roeckx <email address hidden> Description: libltdl3 - A system independent dlopen wrapper for GNU libtool libltdl3-dev - A system independent dlopen wrapper for GNU libtool libtool - Generic library support script libtool-doc - Generic library support script Closes: 329697 329703 Changes: libtool (1.5.20-2) unstable; urgency=low .
22281,8.7,* Add a conflict on libtool1.4 for libltdl3-dev.
22281,8.8,They have overlapping files and libtool1.4 should get removed anyway.
22281,8.9,(Closes: #329697) * Put usr/share/libtool/libltdl in the libltdl3-dev_DOUHAO_ so libtoolize --ltdl works again * Don't build-depend gcj on kfreebsd-i386_DOUHAO_ they don't have it.
22281,8.10,(Closes: #329703) * Change Standards-Version to 3.6.2_DOUHAO_ no changes.
22281,8.11,Files: 59990e9bce83c4330ea568af714ed5fb 754 devel optional libtool_1.5.20-2.dsc 2ffe01a4ac29ea186b8f5edaf6dad89f 13226 devel optional libtool_1.5.20-2.diff.gz cd1f30d1bb3d9ff16824eed0026d35d4 334630 doc optional libtool-doc_1.5.20-2_all.deb 829c5b44a01df8d4255f2fe852a9a3e6 315434 devel optional libtool_1.5.20-2_i386.deb 6de646a21373c8f422d5414c6deaee64 163324 libs optional libltdl3_1.5.20-2_i386.deb 78d9287b595f723186102db2330e359b 352104 libdevel optional libltdl3-dev_1.5.20-2_i386.deb -----BEGIN PGP SIGNATURE----- Version: GnuPG v1.4.1 (GNU/Linux) iD8DBQFDNrtpQdwckHJElwsRAqfHAJ9jZvv/toz8PjBGvoMvLcTWqIsBqgCgwC+x puH5QaNuSLGr8E5in61YTW8= =u4nm -----END PGP SIGNATURE-----
22281,9.1,submitter 150317 <email address hidden> submitter 184187 <email address hidden> submitter 298716 <email address hidden> submitter 331278 <email address hidden> submitter 275591 <email address hidden> submitter 187785 <email address hidden> submitter 231367 <email address hidden> submitter 330081 <email address hidden> submitter 150318 <email address hidden> submitter 326013 <email address hidden> submitter 185630 <email address hidden> submitter 271422 <email address hidden> submitter 267100 <email address hidden> submitter 333653 <email address hidden> submitter 318218 <email address hidden> submitter 329697 <email address hidden> submitter 333764 <email address hidden> submitter 334367 <email address hidden> submitter 252245 <email address hidden> submitter 314253 <email address hidden> submitter 318689 <email address hidden> submitter 321391 <email address hidden> submitter 336146 <email address hidden> submitter 339451 <email address hidden> submitter 347528 <email address hidden> submitter 347702 <email address hidden> submitter 360669 <email address hidden> submitter 317149 <email address hidden> submitter 318219 <email address hidden> submitter 322582 <email address hidden> submitter 341069 <email address hidden> -- Paul "TBBle" Hampson_DOUHAO_ <email address hidden>
22281,9.2,Shorter .sig for a more eco-friendly paperless office.
22281,10.1,submitter 150317 ?
22281,10.2,submitter 298716 ?
22281,10.3,submitter 331278 ?
22281,10.4,submitter 275591 ?
22281,10.5,submitter 187785 ?
22281,10.6,submitter 231367 ?
22281,10.7,submitter 150318 ?
22281,10.8,submitter 326013 ?
22281,10.9,submitter 185630 ?
22281,10.10,submitter 267100 ?
22281,10.11,submitter 318218 ?
22281,10.12,submitter 329697 ?
22281,10.13,submitter 184187 ?
22281,10.14,submitter 333764 ?
22281,10.15,submitter 334367 ?
22281,10.16,submitter 252245 ?
22281,10.17,submitter 314253 ?
22281,10.18,submitter 318689 ?
22281,10.19,submitter 321391 ?
22281,10.20,submitter 333653 ?
22281,10.21,submitter 336146 ?
22281,10.22,submitter 339451 ?
22281,10.23,submitter 347528 ?
22281,10.24,submitter 347702 ?
22281,10.25,submitter 360669 ?
22281,10.26,submitter 330081 ?
22281,10.27,submitter 271422 ?
22281,10.28,submitter 317149 ?
22281,10.29,submitter 318219 ?
22281,10.30,submitter 322582 ?
22281,10.31,submitter 341069 ?
22281,10.32,Thankyou Mr Bug Control Robot -- Paul "TBBle" Hampson_DOUHAO_ <email address hidden>
22281,10.33,Shorter .sig for a more eco-friendly paperless office.
24250,1.1,I have a machine at work that uses a web proxy.
24250,1.2,I configured the proxy in my GNOME settings and in the apt settings_DOUHAO_ despite that u-m still says:
24250,1.3,"Failed to download changes.
24250,1.4,Please check if there is an active internet connection"
24250,1.5,u-m should use apt's proxy settings.
24250,1.6,(This is from Hoary_DOUHAO_ cannot check Breezy until I've got in installation CD for it)
24250,2.1,Thanks for your bugreport.
24250,2.2,A possible fix would be to run update-manageras normal user and only become root to actually install the updates.
24250,2.3,This would solve this problem.
24250,2.4,Cheers_DOUHAO_ michael
24250,3.1,But it shows up in the status bar as updates available which I then click on and it says that it can't even get the info about updates because it has no proxy setup.
24250,3.2,Perhaps the wrapper could check my proxy settings before it lauches and set them in the app on the command line?
24250,3.3,john
24250,4.1,I'd still prefer if it took the apt-settings because the apt-settings are the ones used for getting packages.
24250,5.1,What about the state of this bug in Dapper ?
24250,5.2,in Edgy ?
24250,5.3,:) Have a nice day.
24250,6.1,I can't tell as I don't need the proxy settings anymore.
24250,7.1,Old bug with no remaining testers.
24250,7.2,Sorry_DOUHAO_ Feel free to re-open.
24250,8.1,This bug/feature request doesn't depend on Sven.
24250,9.1,I also think that the target audience is anyone in the world and not only people who already use Ubuntu and know how to use Launchpad.
24250,10.1,This looks similar to Bug #19372
24250,11.1,> This looks similar to Bug #19372
24250,11.2,Actually not.
24250,11.3,Bug #19372 is about offline support while this bug is about using the right proxy settings.
24250,12.1,The problem still persists in Feisty.
24250,12.2,I have set Acquire::http::Proxy in /etc/apt/apt.conf.d/99proxy and I have configured proxy settings in both gnome preferences and synaptic preferences.
24250,12.3,The update manager still doesn't work.
24250,13.1,I still don't think that the gnome proxy settings should be what update-manager should look at for several reasons: 1.
24250,13.2,I might run update-manager with root permissions (remember: I might even do this without a proper intention_DOUHAO_ because all the update tools need superuser priviliges) - then there's no way to access the gnome proxy settings of the user anymore 2.
24250,13.3,The technical reason: update-manager serves (in a rough view) as a front-end to apt.
24250,13.4,Listening to the gnome proxy settings is nice_DOUHAO_ but as long as the apt-settings are not correct (or - by mistake or intention - apt and gnome have different proxy settings)_DOUHAO_ update-manager should still use exactly the same mechanism as apt does.
24250,13.5,Use case: set up a local apt proxy for Ubuntu and use an http proxy to forward all apt-requests to is_DOUHAO_ but the default web access is provided by the plain router setup.
24250,14.1,I think I know what is going on here.
24250,14.2,When you set the proxy settings in your Gnome Preferences_DOUHAO_ it does two different things: - Sets the /system/http_proxy gconf keys - Sets the $http_proxy environment variable.
24250,14.3,It appears to be the second of these that is causing the problem (at least for me).
24250,14.4,If you do an "unset http_proxy" from the command line_DOUHAO_ and then do a "sudo update-manager" things work fine.
24250,14.5,There doesn't appear to be anything wrong with the content of the $http_proxy variable (i.e.
24250,14.6,http://<user>:<pass>@<proxy-server>:<port>/ )_DOUHAO_ so I can only assume that update manager isn't parsing it correctly.
24250,15.1,Unsetting http_proxy solved the problem in gutsy also.
24250,15.2,This problem persits since edgy.
24250,15.3,Why is it not solved yet?
24250,16.1,I have had a similar problem during a Feisty to Gutsy upgrade using apt-cacher as proxy (see https://bugs.launchpad.net/ubuntu/+source/update-manager/+bug/113658 )_DOUHAO_ but it's a generic proxy problem.
24250,16.2,If Canonical are serious about the corporate market_DOUHAO_ where proxy servers are very common_DOUHAO_ they need to fix this sort of bug_DOUHAO_ Having to hack around on the command line is fine for me since I've used Linux for ages_DOUHAO_ but users new to Linux will probably just give up or have to use the apt-get upgrade method_DOUHAO_ which of course can lead to breakage that requires *more* expertise to fix.
24250,16.3,Please fix this bug and the 113658 bug.
24250,16.4,Your corporate users will thank you!
24250,17.1,I agree with Richard: bug #113658 is related to this.
24250,17.2,Also people here at my university lab (where we use apt-cacher to save bandwith) would benefit a lot?
24250,17.3,(p.s.
24250,17.4,Richard: put # before the bug number_DOUHAO_ in order to have automatic linking ;) )
24250,18.1,Please set the importance of this bug much higher than it currently is.
24250,18.2,This bug is preventing me from upgrading from Gutsy to Hardy_DOUHAO_ because for bandwidth reasons I have to use apt-cacher.
24250,18.3,Note_DOUHAO_ though_DOUHAO_ that update-manager should follow APT's proxy settings_DOUHAO_ not GNOME's settings.
24250,19.1,This still exists in Hardy.
24250,19.2,Proxy is set in both Gnome and APT.
24250,19.3,FFx works perfectly_DOUHAO_ command line apt or Synaptic Package Manager and Update-Manager fail to connect to the proxy.
24250,19.4,W: Failed to fetch http://us.archive.ubuntu.com/ubuntu/pool/main/n/nautilus-sendto/nautilus-sendto_0.13.2-0ubuntu3_i386.deb Could not resolve '!1@hrmc'
24250,20.1,I checked the way the proxy initialization works and I changed it so that it now goes in the order of: - apt proxy setting - synaptic proxy setting - gconf proxy setting - http environemnt (in bzr for jaunty).
24250,20.2,If there are still issues left_DOUHAO_ please file them as seperate bugs because the original report (gnome settings not honored) should be fixed with that.
24250,21.1,This bug was fixed in the package update-manager - 1:0.97 --------------- update-manager (1:0.97) jaunty; urgency=low * UpdateManager/Core/MetaRelease.py: - remove debug message (LP: #310046 ) * UpdateManager/Common/utils.py: - when initializing the proxy configuration_DOUHAO_ do in this order: * check apt setting * check synaptic setting * check users gconf * check http_proxy environment (LP: #24250 ) * UpdateManager/Core/DistUpgradeFetcherCore.py: - ensure correct error message if downloading failed (LP: #113658 ) - when fetching from mirrors_DOUHAO_ add fallback if the mirror is too loaded to cope - improve logic that detects what mirror is in use by sources.list inspection (LP: #107983 ) * DistUpgrade/DistUpgradeMain.py_DOUHAO_ dist-upgrade.py: - re-factor and make code more modular - do not overwrite existing log files on upgrade (LP: #111819 ) * reorganize the imports and get rid of "Common" submodule and merge that all into "Core" * improve the debug output via the "DEBUG_UPDATE_MANAGER" environment -- Michael Vogt <email address hidden> Mon_DOUHAO_ 26 Jan 2009 17:26:40 +0100
24250,22.1,Clarification question: Given that this is fixed in Jaunty (much thanks_DOUHAO_ by the way)_DOUHAO_ will it first apply to Intrepid => Jaunty upgrades_DOUHAO_ or Jaunty => Jaunty+1 upgrades?
24250,23.1,I still got this problem in Jaunty.
24250,23.2,Any help appreciated.
24250,24.1,I just downloaded and installed Jaunty_DOUHAO_ the problem is still present.
24250,24.2,Apparently it is possible to set the proxy_DOUHAO_ but never to change it back.
24250,24.3,"Apply system wide" in the network proxy menu seems to not change a thing for the update manager.
24250,24.4,Very annoying!
24250,25.1,Actually there seem to be more issues.
24250,25.2,If the proxy is set once_DOUHAO_ it will never be set back for the update manager_DOUHAO_ apt_DOUHAO_ synaptic_DOUHAO_ but ALSO for totem_DOUHAO_ rythmbox_DOUHAO_ etc.
24250,25.3,Firefox does change itself along with the proxy setting.
24250,25.4,It's like there is still a hidden setting active.
24250,26.1,ok_DOUHAO_ as Matt Mossholder wrote in 2007?
24250,26.2,(#13) the problem is that the network proxy manager from gnome can set_DOUHAO_ but cannot unset the http_proxy environmental variable.
24250,26.3,Only manual unset overrides it_DOUHAO_ and firefox seems to not care?
24250,26.4,Interestingly_DOUHAO_ if you use "reset" in the gnome network proxy manager_DOUHAO_ it will always return to the state with proxy_DOUHAO_ not sure why it assumes that to be the default.
24250,26.5,Please fix this by now?
24250,26.6,Essential bug that has been around way too long.
24250,27.1,The problem is that Synaptic caches the proxy settings in its config file_DOUHAO_ and the "Apply system wide" option doesn't know how to replace that (naturally).
24250,27.2,Take a look in /root/.synaptic/synaptic.conf - I wager you will see the old proxy settings.
24250,27.3,Either correct them there_DOUHAO_ or delete them so that the global settings are used.
24250,27.4,I'd suggest this is a bug in synaptic - it shouldn't cache proxy settings that are obtained from the systemwide config.
24250,28.1,I am trying to do a release upgrade to karmic from jaunty and have noticed it does not honor proxy settings.
24250,28.2,Currently_DOUHAO_ regular upgrades work_DOUHAO_ but the dist-upgrade is failing.
24250,28.3,I am running from a non-privileged user prompt sudo update-manager -d In another terminal i have a tcpdump running.
24250,28.4,When update-manager launches I can see it connecting to my apt-cacher on port 3142.
24250,28.5,But when I click the new distribution upgrade button_DOUHAO_ I can see it making direct requests to the internet_DOUHAO_ bypassing the proxy server.
24250,28.6,I have proxy unset in the environment variables_DOUHAO_ but set in apt.conf_DOUHAO_ in synaptics_DOUHAO_ and in gnome all to the same thing.
24250,28.7,(my apt-cacher) Even when I use the http_proxy= environment variable I get the same result.
24250,28.8,It seems update-manager's dist-upgrade process ignores any proxy setting.
24250,28.9,Is anyone else having this problem?
24250,29.1,See info in #440229 workaround: edit /usr/lib/python2.5/site-packages/UpdateManager/Core/utils.py and add a line " return True" atthe beginning of the downloadable function: ##################################################" def url_downloadable(uri_DOUHAO_ debug_func=None): """ helper that checks if the given uri exists and is downloadable (supports optional debug_func function handler to support e.g.
24250,29.2,logging) Supports http (via HEAD) and ftp (via size request) """ return True if debug_func: debug_func("url_downloadable: %s" % uri) import urlparse _DOUHAO_ ##################################################"
24250,30.1,Distribution upgrade_DOUHAO_ as noted above_DOUHAO_ ignores proxy settings from any source I've tried (apt_DOUHAO_ env_DOUHAO_ gnome).
24250,30.2,This means normal package upgrades work fine_DOUHAO_ but you are unable to use the 'Upgrade' button on Update Manager.
24250,31.1,I have seen this as well.
24250,31.2,It seems only to be a problem when you click on the 'Upgrade' button_DOUHAO_ when it does some checks before displaying the Release Notes.
24250,31.3,I can verify this by starting update-manager with ports 80 and 443 blocked on the proxy server (ie_DOUHAO_ http and https forced through the proxy)_DOUHAO_ clicking 'Upgrade' (at which point update-manager freezes) and then going on to the proxy and unblocking those two ports.
24250,31.4,When the firewall is restarted with ports 80 and 443 open_DOUHAO_ update-manager continues to the Release Notes page.
24250,31.5,I can then block the ports on the proxy again and the upgrade continues as normal_DOUHAO_ using the proxy.
24250,31.6,I am guessing that there is just one point in the code where the proxy is being ignored.
24250,32.1,MetaRelease.py (the Python code that does the check) uses urllib2 directly_DOUHAO_ and doesn't use the apt/synaptic settings.
24250,32.2,Although urllib2 looks at the environment variables for proxy settings_DOUHAO_ sudo zaps these for security reasons.
24250,32.3,I was able to make it work by using sudo -s to get a root shell_DOUHAO_ setting the environment variables_DOUHAO_ and then running update-manager.
24250,32.4,My squid access log shows that it fetched http://changelogs.ubuntu.com/meta-release .
24250,32.5,I believe this is a bug in MetaRelease.py_DOUHAO_ which should be changed to use the proxy settings from apt/synaptic.
24250,33.1,I did the following and now I hav resolved my synaptic system using proxy_DOUHAO_ Take a look in /root/.synaptic/synaptic.conf - I wager you will see the old proxy settings.
24250,33.2,Either correct them there_DOUHAO_ or delete them so that the global settings are used.
24250,33.3,BUT I still can't seem to get updates via synaptic_DOUHAO_ now getting a different error message_DOUHAO_ as follows.
24250,33.4,(PLEASE HELP) W: Failed to fetch http://archive.ubuntu.com/ubuntu/dists/jaunty/main/i18n/Translation-en_ZA.bz2 Could not resolve 'archive.ubuntu.com'
24250,34.1,That bug is really annoying.
24250,34.2,And it appears to have been there for a long time.
24250,34.3,But not affecting everyone for some strange reason.
24250,34.4,I tried to upgrade from Jaunty to Karmic today and all proxy settings were ignored_DOUHAO_ I had them in apt_DOUHAO_ update-manager and in the enrivonment just fine_DOUHAO_ nothing worked.
24250,34.5,In the end I edited utils.py as suggested by Serge van Ginderachter and this made it finally working?
24250,34.6,The strange thing is_DOUHAO_ when I did the last upgrade from Intrepid to Jaunty the whole update process worked just fine without messing with any settings.
24250,34.7,So probably something changed (again?) with Jaunty?
24250,35.1,How many people noticed that according to this bug's status_DOUHAO_ it has already been fixed.
24250,35.2,If that's incorrect_DOUHAO_ then please change the status accordingly.
24250,35.3,Otherwise_DOUHAO_ please search for / file an appropriate bug report.
24250,35.4,Commenting on an already-fixed bug seems to me to be a waste of time.
24250,36.1,Ok_DOUHAO_ I have changed to incomplete.
24250,37.1,Thanks Serge I tried return True as described in comment 28 https://bugs.launchpad.net/ubuntu/+source/update-manager/+bug/24250/comments/28 He is right_DOUHAO_ that this routine url_downloadable() is the cause of the issue.
24250,37.2,By skipping straight over it_DOUHAO_ all is well.
24250,37.3,Until there is a patch_DOUHAO_ I believe this is a solution to getting your boxes upgraded behind a proxy or apt-cacher.
24250,37.4,John
24250,38.1,Ok_DOUHAO_ if u look at #361554 someone has proposed a fix.
24250,38.2,Marking as duplicate
251074,1.1,The buttons in the delete confirmation dialogs are "Yes" and "No".
251074,1.2,They should be "Delete" and "Cancel"_DOUHAO_ as per the GNOME HIG: http://library.gnome.org/devel/hig-book/stable/windows-alert.html.en
251074,2.1,Description of problem: It would be nice if virt-manager also removed or at least offered to remove the diskfile when deleting a vm_DOUHAO_ so that old stale vm diskfiles are not left lying around.
251074,3.1,Created attachment 289121 patch for deleting img files when deleting machine (optional choice)
251074,4.1,This is not very pleasant UI - you get shown 2 separate dialog boxes when deleting_DOUHAO_ and the deleting of disk images is all-or-nothing.
251074,4.2,The latter doesn't work when a VM has 2 disk images_DOUHAO_ one private_DOUHAO_ the other shared across several VMs (eg for CluterSuite quorum partitions); Similarly if the guest has an ISO image attached for virtual CDROM you don't want to delete that.
251074,4.3,This really needs just a single confirmation dialog box for deleting a VM_DOUHAO_ and in that dialog a list of all disk images which checkboxes to select which should be deleted.
251074,4.4,It should list the disk size_DOUHAO_ and whether its readonly/shared.
251074,5.1,Created attachment 289131 sry.
251074,5.2,typo in previous patch :)
251074,6.1,Daniel: hm_DOUHAO_ ok.
251074,6.2,I can try do it when I will have a time.
251074,7.1,Based on the date this bug was created_DOUHAO_ it appears to have been reported during the development of Fedora 8.
251074,7.2,In order to refocus our efforts as a project we are changing the version of this bug to '8'.
251074,7.3,If this bug still exists in rawhide_DOUHAO_ please change the version back to rawhide.
251074,7.4,(If you're unable to change the bug's version_DOUHAO_ add a comment to the bug and someone will change it for you).
251074,7.5,Thanks for your help and we apologize for the interruption.
